PMID,factor_relevance,entity,category,source_sentence,explanation
32976486,No,Mild Cognitive Impairment,AD/ADRD,"The aim of this paper is to fuse sociodemographic data such as age, marital status, education and gender, and genetic data (presence of an apolipoprotein E (APOE)-ε4 allele) with Magnetic Resonance Imaging (MRI) scans.",Target condition for classification in the study.
32976486,No,amnestic MCI,AD/ADRD,These features from the fused MRI scans are used as visual representation for the Long Short-Term Memory (LSTM) based Recurrent Neural Network (RNN) classification model.,Specific subtype of MCI studied for detection.
32976486,No,APOE-ε4 allele,AD/ADRD,"The aim of this paper is to fuse sociodemographic data such as age, marital status, education and gender, and genetic data (presence of an apolipoprotein E (APOE)-ε4 allele) with Magnetic Resonance Imaging (MRI) scans.",Genetic risk factor for ADRD included in analysis.
31639181,No,,,,
32969833,Yes,diet,Food,"The arms included (1) BBL-GP, a web-based intervention augmented with an in-person diet and physical activity consultation;",Diet is a modifiable lifestyle factor targeted in the intervention.
32969833,Yes,Alzheimer's disease risk,AD/ADRD,The primary outcome of the ANU-ADRI-SF score was lower for the BBL-GP group than the control group at all follow-ups.,"ANU-ADRI-SF measures dementia risk, including Alzheimer's disease."
32759192,No,Aβ burden,AD/ADRD,"Asymptomatic individuals with a parental history of sporadic AD showed increased Aβ burden associated with APOE ε4 carriage and lower level of education, but no interaction between these.",Aβ burden is a key pathology marker in Alzheimer's disease.
32301497,No,,,,
32912233,No,,,,
32902651,No,Alcohol consumption,Food,Evidence on alcohol consumption as a risk factor for dementia usually relates to overall consumption.,Alcohol consumption is a behavior under Food category.
32902651,No,Alcohol-induced loss of consciousness,Food,The role of alcohol-induced loss of consciousness is uncertain.,Alcohol-induced loss of consciousness relates to substance use behavior.
32902651,No,Dementia,AD/ADRD,To examine the risk of future dementia associated with overall alcohol consumption and alcohol-induced loss of consciousness in a population of current drinkers.,Dementia is a primary outcome in the study.
32902651,No,Alzheimer disease,AD/ADRD,"The association between loss of consciousness and dementia was observed ... Alzheimer disease (HR, 1.98; 95% CI, 1.28-3.07),",Alzheimer disease is a specific type of dementia studied.
32777976,No,Alzheimer's disease,AD/ADRD,Several studies have shown that people with Alzheimer's disease (AD) tend to use more pronouns than healthy aged adults when referring to entities during discourse.,Study focuses on cognitive and linguistic aspects of AD.
32557783,No,Alzheimer's disease,AD/ADRD,Alzheimer's disease and other dementia-related disorders are affecting the African-American community at alarming rates.,Study focuses on dementia prevalence in African-American communities.
32557783,No,dementia-related disorders,AD/ADRD,Alzheimer's disease and other dementia-related disorders are affecting the African-American community at alarming rates.,General reference to dementia disorders in the study context.
32500567,No,Alzheimer's disease,AD/ADRD,"Three hundred and fifteen were diagnosed with Alzheimer's disease (AD), 67 with mild cognitive impairment (MCI), and 40 with other types of dementia.",Study population includes patients with Alzheimer's disease.
32500567,No,dementia,AD/ADRD,To investigate the use and adherence of antidementia drugs in elderly patients with dementia from the Memory Clinic of The First Affiliated Hospital of Chongqing Medical University.,Study focuses on dementia treatment adherence.
32447010,No,frontotemporal dementia (FTD),AD/ADRD,"In the present study, we aim at investigating whether education modulates dynamical properties of time-varying whole-brain network connectivity (the chronnectome) in frontotemporal dementia (FTD) at a given level of symptom severity.",FTD is a type of dementia studied in the context of brain connectivity.
32383491,No,Alzheimer's disease (AD),AD/ADRD,This study was aimed at evaluating the association between cognitive functioning and the occurrence of behavioral and psychological symptoms of dementia (BPSD) in patients with Alzheimer's disease (AD).,Study focuses on Alzheimer's disease as the primary condition.
32383491,No,behavioral and psychological symptoms of dementia (BPSD),AD/ADRD,The study was aimed at evaluating the association between cognitive functioning and the occurrence of behavioral and psychological symptoms of dementia (BPSD) in patients with Alzheimer's disease (AD).,BPSD is a key outcome in Alzheimer's disease research.
32312342,No,Alzheimer's disease and related disorders (ADRDs),AD/ADRD,Hispanic caregivers to patients with Alzheimer's disease and related disorders (ADRDs).,Study population focused on ADRD caregivers.
32312342,No,persons with Alzheimer's disease and related disorders (ADRD),AD/ADRD,Hispanic caregivers to persons with Alzheimer's disease and related disorders (ADRD).,Study population focused on ADRD caregivers.
32212217,No,Alzheimer's disease,AD/ADRD,"This study assessed the effects of sociodemographic and psychological variables on quality of life (QOL)... in the relationship between psychological morbidity and QOL, based on patients' perspective.",Primary focus of the study on Alzheimer's disease.
32212217,No,early-stage Alzheimer's disease,AD/ADRD,A total of 158 patients with early Alzheimer's disease completed the Mini-Mental State Examination...,Specific patient population studied.
31902223,No,Dementia with Lewy Bodies,ADRD,"This study investigated barriers to quality end-of-life (EOL) care in the context of dementia with Lewy bodies (DLB), one of the most common degenerative dementias in the United States.",DLB is a subtype of ADRD explicitly mentioned in the study context.
31902223,No,end-of-life care,ADRD,"Reported barriers to quality EOL experiences in DLB pertained to the DLB diagnosis itself and factors relating to the US health-care system, facilities, hospice, and health-care providers (physicians and staff).",EOL care is a critical aspect of ADRD management discussed in the study.
31526077,No,,,,
32872643,No,,,,
32129455,No,,,,
31059564,No,accelerated cognitive decline,AD/ADRD,Cox proportional hazards survival models were layered on longitudinal mixed-effects modeling to jointly examine healthy cognitive aging and incidence of accelerated cognitive decline consistent with patterns seen in preclinical Alzheimer's disease and related dementias (ADRD).,Describes cognitive decline pattern linked to ADRD.
31059564,No,ADRD-pattern cognitive decline,AD/ADRD,"These results are consistent with cognitive reserve theory, suggesting that education reduces risk of ADRD-pattern cognitive decline.",Directly references ADRD-related cognitive decline.
32767997,Yes,obesity,Food,"Modifiable risk factors were low education, obesity, hypertension, diabetes, depression, smoking, physical inactivity, hearing loss, loneliness, heart disease, stroke, head injury, and delirium.",Obesity is a modifiable risk factor linked to dietary habits and food intake.
32767997,Yes,diabetes,AD/ADRD,"In the multivariable model, ... diabetes (SHR = 1.56, 95% CI 1.00-2.39, p = 0.043) were independently associated with increased dementia risk.",Diabetes is a comorbidity associated with increased dementia risk.
32746921,No,Alzheimer's disease,ADRD,"The highest percentage of burden of care was related to dialysis (62.75; 95% CI: 56.11-69.38), mental disorders (58.69; 95% CI: 49.70-67.69), and Alzheimer's disease (57.07; 95% CI: 46.23-67.92), respectively;",Mentioned as a chronic disorder with caregiver burden statistics.
32951701,No,Alzheimer's disease,AD/ADRD,The aims of the current study were as follows: 1) to assess gerontology graduate students' beliefs about medical marijuana's (MMJ) effectiveness for two common age-related conditions - Alzheimer's (AD) and Parkinson's disease (PD);,Study focuses on Alzheimer's disease as a condition for medical marijuana evaluation.
32757281,No,,,,
32656921,No,familial frontotemporal lobar degeneration (FTLD),ADRD,"The Longitudinal Evaluation of Familial Frontotemporal Dementia Subjects evaluates familial frontotemporal lobar degeneration (FTLD) kindreds with MAPT, GRN, or C9orf72 mutations.",FTLD is a type of ADRD studied in the paper.
32656921,No,Alzheimer's disease and related dementias (ADRD),ADRD,These findings demonstrate the negative impact of FTLD on individuals and caregivers.,FTLD is classified under ADRD in the study context.
32608133,No,Alzheimer dementia,ADRD,"ARD has been associated with overall dementia, Alzheimer dementia, vascular dementia, and other dementia.",Mentioned as an outcome in the study.
32608133,No,Vascular dementia,ADRD,"ARD has been associated with overall dementia, Alzheimer dementia, vascular dementia, and other dementia.",Mentioned as an outcome in the study.
32608133,No,Other dementia,ADRD,"ARD has been associated with overall dementia, Alzheimer dementia, vascular dementia, and other dementia.",Mentioned as an outcome in the study.
32245677,No,,,,
32174124,No,,,,
32003800,No,Alzheimer's disease,AD/ADRD,"To examine whether educational attainment and intelligence have causal effects on risk of Alzheimer's disease (AD), independently of each other.",Study outcome and focus of analysis.
32003800,No,Alzheimer's disease risk,AD/ADRD,"There was little evidence from the multivariable MR analysis that educational attainment affected AD risk once intelligence was taken into account (OR = 1.15, 95% CI: 0.68-1.93), but intelligence affected AD risk independently of educational attainment to a similar magnitude observed in the univariate analysis (OR = 0.69, 95% CI: 0.44-0.88).",Quantified risk reduction associated with intelligence.
30912669,No,eating,AD/ADRD,"Neuropsychiatric Inventory (NPI), consisting sub-items of delusions, hallucinations, aggression, depression, anxiety, elation, apathy, disinhibition, irritability, aberrant motor, nighttime behavior and eating were all administered to evaluate BPSD.","Eating is listed as a BPSD sub-item, not a Food factor influencing ADRD."
